event_date,member_id,campaign_product,campaign_cosa,converted_product,converted_cosa,campaign_nm,conversion_channel_nm,quote_start_qty,quote_complete_qty,app_start_qty,app_complete_qty,prod_acq_qty,impression_qty,click_qty,campaign_funding_source
2025-04-20,ODg0MzM4NDM=,Deposits,Bank,Credit Card,Bank,P&C_Auto Insurance_Campaign_2,Offline,43,30,24,13,Direct Mail,187,64,Bank Renters
2025-02-06,OTYxNjg2Nzg=,Deposits,Bank,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_2,Offline,41,31,29,16,Email,172,65,P&C Renters
2025-02-24,NTg1MTU4NzI=,Homeowners,P&C,Homeowners,P&C,Bank_Deposits_Campaign_1,Offline,40,38,22,14,Email,172,64,Bank Deposits
2025-03-01,NDQ3OTM5Mjg=,Homeowners,Bank,Homeowners,P&C,Bank_Consumer Loans_Campaign_1,Offline,45,31,23,13,Email,174,79,P&C Homeowners
2025-05-04,NjQ3MjI1MjE=,Credit Card,Bank,Renters,Bank,P&C_Homeowners_Campaign_1,Mobile,44,36,24,17,Paid Display,108,69,P&C Deposits
2025-04-15,NDY0MDQ5MjQ=,Auto Insurance,P&C,Renters,P&C,Bank_Credit Card_Campaign_2,Internet,47,35,28,19,Email,81,75,P&C Auto Insurance
2025-02-09,MjAxODIzMjM=,Auto Insurance,P&C,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Offline,43,33,24,10,Paid Social,99,60,Bank Renters
2025-04-12,NDQ5MDI5NTU=,Deposits,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_1,Mobile,46,37,23,12,Direct Mail,193,76,Bank Renters
2025-03-01,Mjg4NDkxOTk=,Homeowners,Bank,Renters,P&C,P&C_Homeowners_Campaign_2,Internet,41,30,23,13,Paid Display,184,71,P&C Homeowners
2025-02-08,MTM0NDQxMjM=,Credit Card,Bank,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_1,Internet,40,37,20,10,Email,156,63,Bank Consumer Loans
2025-04-03,NDczNjA2ODU=,Credit Card,Bank,Credit Card,P&C,Bank_Credit Card_Campaign_2,Mobile,42,34,23,16,Paid Display,113,76,P&C Homeowners
2025-04-13,Mjc4MjkzMzI=,Auto Insurance,Bank,Auto Insurance,Bank,Bank_Deposits_Campaign_2,Internet,40,35,27,18,Direct Mail,132,68,P&C Auto Insurance
2025-05-03,Mjc4NjY3Nzk=,Renters,Bank,Deposits,Bank,Bank_Deposits_Campaign_2,Mobile,43,34,24,11,Email,160,79,P&C Credit Card
2025-02-27,MTgxMjEyMzc=,Deposits,Bank,Deposits,P&C,P&C_Renters_Campaign_2,Internet,40,30,27,13,Email,130,65,Bank Homeowners
2025-03-08,MTE4NzEwNjk=,Homeowners,P&C,Homeowners,P&C,P&C_Auto Insurance_Campaign_1,Internet,43,32,26,19,Paid Search,135,75,P&C Credit Card
2025-03-25,OTg5MTIzMjM=,Renters,Bank,Deposits,Bank,Bank_Consumer Loans_Campaign_1,Mobile,46,32,29,18,Email,186,68,Bank Homeowners
2025-04-26,NDQ0MTQ1Mjk=,Renters,P&C,Renters,Bank,Bank_Deposits_Campaign_2,Internet,44,30,25,19,Paid Search,190,67,P&C Credit Card
2025-03-12,ODg0MzM4NDM=,Homeowners,P&C,Consumer Loans,Bank,Bank_Deposits_Campaign_2,Mobile,43,37,26,11,Direct Mail,82,65,Bank Consumer Loans
2025-02-24,Mjg4NDkxOTk=,Consumer Loans,P&C,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Mobile,46,32,27,12,Paid Display,101,71,Bank Deposits
2025-02-18,NjQxNTA2NDg=,Deposits,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_2,Offline,48,39,22,16,Direct Mail,162,67,Bank Consumer Loans
2025-02-11,ODcwNTAyNzM=,Consumer Loans,P&C,Renters,Bank,P&C_Auto Insurance_Campaign_2,Offline,47,38,23,11,Paid Display,170,63,P&C Auto Insurance
2025-04-22,ODIxOTE0NzA=,Credit Card,Bank,Renters,P&C,P&C_Homeowners_Campaign_2,Internet,43,39,23,15,Email,84,71,Bank Consumer Loans
2025-03-13,MTQ4MDU0NTA=,Consumer Loans,Bank,Credit Card,Bank,P&C_Auto Insurance_Campaign_1,Mobile,48,34,21,15,Paid Social,181,69,P&C Consumer Loans
2025-04-26,MzE2NTE2MzU=,Homeowners,Bank,Deposits,P&C,Bank_Deposits_Campaign_1,Offline,47,34,27,16,Paid Display,157,74,P&C Homeowners
2025-03-08,ODI3NTQyMjU=,Deposits,P&C,Renters,Bank,Bank_Credit Card_Campaign_1,Offline,44,35,28,17,Paid Display,94,75,P&C Renters
2025-04-14,MzY5MTMxMzM=,Consumer Loans,P&C,Consumer Loans,P&C,P&C_Homeowners_Campaign_2,Mobile,42,31,27,10,Paid Search,154,60,Bank Renters
2025-03-13,NTMzMDc1MjI=,Auto Insurance,P&C,Consumer Loans,Bank,Bank_Deposits_Campaign_2,Offline,49,34,26,15,Paid Social,87,79,Bank Auto Insurance
2025-04-21,MzY3ODc0OTE=,Homeowners,Bank,Credit Card,P&C,P&C_Auto Insurance_Campaign_2,Mobile,49,38,20,19,Paid Search,157,73,P&C Auto Insurance
2025-02-21,ODcwNTAyNzM=,Deposits,P&C,Credit Card,P&C,Bank_Consumer Loans_Campaign_2,Internet,40,35,22,18,Paid Display,187,65,Bank Homeowners
2025-02-12,NjQxNTA2NDg=,Homeowners,P&C,Auto Insurance,P&C,Bank_Deposits_Campaign_1,Offline,41,32,21,14,Paid Social,164,65,P&C Consumer Loans
2025-04-29,Njk3NDM0MTc=,Credit Card,P&C,Deposits,Bank,P&C_Homeowners_Campaign_2,Offline,43,35,29,16,Email,197,79,Bank Deposits
2025-02-04,MzQ1NTA2NDk=,Deposits,P&C,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_1,Internet,45,31,23,16,Paid Social,85,75,Bank Credit Card
2025-03-15,NDQ5MDI5NTU=,Auto Insurance,Bank,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Internet,44,31,25,16,Paid Social,197,67,Bank Homeowners
2025-03-18,Nzk2MDI2ODE=,Credit Card,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_2,Mobile,45,31,20,13,Email,118,80,Bank Credit Card
2025-04-14,MTkyMTY5NzI=,Deposits,P&C,Auto Insurance,P&C,Bank_Deposits_Campaign_1,Offline,46,37,22,13,Paid Search,100,62,P&C Consumer Loans
2025-02-05,MTEwNDU4MTY=,Credit Card,Bank,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_2,Internet,47,38,25,15,Paid Search,168,75,Bank Homeowners
2025-03-15,MjgxNDcxNzQ=,Homeowners,P&C,Deposits,Bank,Bank_Deposits_Campaign_2,Internet,40,35,23,16,Direct Mail,196,78,P&C Credit Card
2025-04-01,MzQ1MzI4NDU=,Homeowners,P&C,Homeowners,Bank,P&C_Auto Insurance_Campaign_2,Internet,49,35,22,16,Paid Search,136,66,Bank Deposits
2025-02-19,NzY5MzQ0MzM=,Auto Insurance,P&C,Renters,Bank,P&C_Auto Insurance_Campaign_1,Offline,48,37,25,18,Email,128,74,P&C Consumer Loans
2025-02-24,ODI3NTYzOTM=,Auto Insurance,P&C,Homeowners,Bank,P&C_Renters_Campaign_2,Internet,49,31,26,16,Direct Mail,142,66,Bank Deposits
2025-02-05,Mjg4NDkxOTk=,Homeowners,P&C,Deposits,P&C,Bank_Deposits_Campaign_2,Offline,43,30,22,17,Email,124,80,P&C Homeowners
2025-03-13,ODcwNTAyNzM=,Homeowners,P&C,Renters,Bank,P&C_Renters_Campaign_1,Internet,40,31,22,15,Paid Search,85,71,Bank Credit Card
2025-03-21,ODcwNTgxODA=,Deposits,P&C,Deposits,P&C,P&C_Renters_Campaign_2,Internet,44,33,26,12,Direct Mail,198,77,Bank Deposits
2025-04-10,ODIzMDk4Mzk=,Consumer Loans,P&C,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_1,Offline,44,37,21,15,Paid Search,137,77,Bank Homeowners
2025-03-31,MjgxNDcxNzQ=,Renters,P&C,Renters,Bank,P&C_Auto Insurance_Campaign_1,Internet,45,30,28,17,Email,184,79,P&C Renters
2025-02-24,MjQ1NDg3ODk=,Credit Card,Bank,Deposits,P&C,P&C_Auto Insurance_Campaign_1,Offline,46,36,20,18,Email,117,73,Bank Consumer Loans
2025-03-24,Mzc4OTQzNTM=,Credit Card,Bank,Auto Insurance,P&C,P&C_Auto Insurance_Campaign_2,Offline,47,33,26,16,Paid Display,148,78,P&C Deposits
2025-03-07,MTEwNDU4MTY=,Credit Card,P&C,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_1,Internet,46,31,26,16,Email,140,64,Bank Renters
2025-03-22,ODcwNTAyNzM=,Deposits,P&C,Renters,P&C,Bank_Credit Card_Campaign_1,Offline,45,30,23,10,Paid Search,160,74,P&C Auto Insurance
2025-03-09,Mzc4OTQzNTM=,Credit Card,Bank,Renters,Bank,Bank_Deposits_Campaign_2,Mobile,49,31,21,13,Paid Social,153,72,P&C Homeowners
2025-02-09,ODIxOTE0NzA=,Renters,Bank,Credit Card,P&C,Bank_Credit Card_Campaign_2,Offline,45,38,29,18,Paid Search,187,65,P&C Deposits
2025-03-24,OTg5MTIzMjM=,Consumer Loans,P&C,Deposits,P&C,P&C_Homeowners_Campaign_2,Offline,48,34,23,18,Email,85,66,Bank Consumer Loans
2025-03-10,OTYxNjg2Nzg=,Renters,Bank,Homeowners,Bank,Bank_Credit Card_Campaign_2,Mobile,43,34,26,15,Paid Search,167,60,P&C Credit Card
2025-04-13,NTg1MTU4NzI=,Renters,P&C,Deposits,P&C,Bank_Deposits_Campaign_1,Mobile,43,32,20,10,Paid Social,153,61,Bank Deposits
2025-03-28,ODUyNzIxNDY=,Renters,Bank,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Offline,44,32,21,10,Paid Display,153,80,Bank Deposits
2025-03-03,NTMzMDc1MjI=,Consumer Loans,Bank,Auto Insurance,P&C,P&C_Renters_Campaign_1,Mobile,47,36,21,11,Paid Search,139,80,P&C Renters
2025-02-11,OTU4NjgwMTM=,Auto Insurance,P&C,Consumer Loans,P&C,Bank_Deposits_Campaign_1,Mobile,47,39,27,17,Paid Search,89,63,P&C Homeowners
2025-04-12,ODIzMTgxNzQ=,Renters,P&C,Auto Insurance,Bank,Bank_Deposits_Campaign_1,Mobile,44,38,23,18,Paid Display,111,62,P&C Consumer Loans
2025-02-20,NDg2NTU1MTc=,Renters,Bank,Deposits,Bank,P&C_Renters_Campaign_2,Mobile,42,30,27,14,Email,173,63,Bank Deposits
2025-04-16,Mjc1OTMwNDk=,Credit Card,P&C,Homeowners,Bank,Bank_Consumer Loans_Campaign_2,Internet,49,39,22,10,Email,160,77,Bank Consumer Loans
2025-04-03,OTg5MTIzMjM=,Renters,Bank,Deposits,P&C,Bank_Credit Card_Campaign_2,Offline,40,35,25,15,Email,105,74,P&C Auto Insurance
2025-02-25,NTMzMDc1MjI=,Renters,Bank,Deposits,Bank,P&C_Homeowners_Campaign_2,Mobile,43,30,20,17,Paid Social,152,62,Bank Consumer Loans
2025-04-26,NzAxNzMwNjU=,Deposits,P&C,Homeowners,Bank,Bank_Credit Card_Campaign_1,Mobile,49,35,25,10,Paid Display,147,75,P&C Consumer Loans
2025-04-08,MTM0NDQxMjM=,Deposits,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Offline,41,30,27,15,Paid Search,82,72,Bank Homeowners
2025-03-15,NDQwNTAzMjA=,Credit Card,P&C,Deposits,Bank,P&C_Renters_Campaign_2,Offline,44,34,26,19,Direct Mail,123,79,P&C Auto Insurance
2025-02-11,NDg2NTU1MTc=,Consumer Loans,Bank,Homeowners,P&C,P&C_Homeowners_Campaign_2,Internet,45,35,20,15,Paid Display,92,73,Bank Deposits
2025-02-08,ODIzMTgxNzQ=,Deposits,Bank,Credit Card,P&C,P&C_Auto Insurance_Campaign_2,Offline,46,35,29,18,Paid Social,123,78,P&C Credit Card
2025-03-03,ODIxOTE0NzA=,Deposits,Bank,Credit Card,Bank,P&C_Homeowners_Campaign_1,Offline,46,35,20,16,Paid Search,114,80,P&C Consumer Loans
2025-04-14,MTIwMzc4ODM=,Consumer Loans,P&C,Homeowners,Bank,Bank_Credit Card_Campaign_2,Offline,44,34,27,12,Email,82,68,Bank Homeowners
2025-02-12,MTMyNzI1NjE=,Consumer Loans,Bank,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Internet,48,32,27,16,Email,105,79,P&C Auto Insurance
2025-04-21,NDQwNTAzMjA=,Homeowners,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_1,Internet,49,37,28,18,Paid Display,181,74,P&C Consumer Loans
2025-03-25,MzMyNDY5MTE=,Renters,Bank,Consumer Loans,Bank,Bank_Credit Card_Campaign_1,Internet,45,31,28,15,Paid Display,160,75,Bank Consumer Loans
2025-02-18,NjI2NjUxNTM=,Consumer Loans,P&C,Renters,Bank,P&C_Renters_Campaign_2,Mobile,40,34,21,14,Paid Search,159,78,P&C Consumer Loans
2025-04-16,ODU5NDY2OTM=,Credit Card,P&C,Credit Card,Bank,Bank_Deposits_Campaign_1,Internet,45,33,25,13,Email,192,64,Bank Homeowners
2025-03-06,MTMyNzI1NjE=,Renters,P&C,Homeowners,Bank,P&C_Renters_Campaign_1,Offline,44,35,24,11,Email,150,75,Bank Credit Card
2025-03-03,MzY3ODc0OTE=,Homeowners,Bank,Consumer Loans,Bank,P&C_Renters_Campaign_2,Mobile,41,34,29,17,Paid Search,121,67,Bank Credit Card
2025-02-17,MTU5OTAyNTk=,Deposits,P&C,Renters,P&C,Bank_Consumer Loans_Campaign_2,Mobile,46,38,21,18,Paid Search,190,71,Bank Deposits
2025-03-20,MjExMTc4NzU=,Consumer Loans,P&C,Deposits,P&C,Bank_Credit Card_Campaign_2,Internet,46,34,26,16,Paid Search,90,73,P&C Consumer Loans
2025-02-21,ODMwNzcyMTc=,Credit Card,Bank,Deposits,P&C,Bank_Consumer Loans_Campaign_1,Mobile,46,39,24,16,Email,154,64,Bank Renters
2025-04-25,NTMzMDc1MjI=,Consumer Loans,P&C,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_1,Offline,43,37,20,19,Direct Mail,137,78,P&C Renters
2025-03-14,MTIxMzg1NDI=,Deposits,P&C,Deposits,Bank,Bank_Credit Card_Campaign_2,Mobile,41,36,27,15,Direct Mail,106,68,P&C Auto Insurance
2025-02-26,MzgwNzAzMjM=,Credit Card,P&C,Homeowners,P&C,P&C_Renters_Campaign_1,Mobile,40,39,23,16,Paid Search,137,68,P&C Consumer Loans
2025-02-06,MzMyNDY5MTE=,Homeowners,P&C,Homeowners,Bank,Bank_Deposits_Campaign_1,Offline,42,35,23,16,Direct Mail,95,73,P&C Auto Insurance
2025-04-03,NDQwNTAzMjA=,Homeowners,Bank,Renters,P&C,Bank_Deposits_Campaign_1,Mobile,42,32,28,15,Email,150,61,P&C Consumer Loans
2025-03-27,MTU5OTAyNTk=,Renters,Bank,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_1,Internet,48,35,22,18,Paid Display,154,73,P&C Auto Insurance
2025-04-25,NzY5MzQ0MzM=,Homeowners,Bank,Credit Card,P&C,Bank_Consumer Loans_Campaign_1,Offline,45,36,22,17,Paid Search,114,62,P&C Consumer Loans
2025-04-08,Mzk3NTQxMjE=,Credit Card,P&C,Deposits,Bank,Bank_Consumer Loans_Campaign_1,Internet,45,32,21,19,Direct Mail,87,76,P&C Homeowners
2025-03-05,MjczNDEwMTA=,Homeowners,Bank,Auto Insurance,P&C,P&C_Auto Insurance_Campaign_1,Offline,44,34,26,11,Direct Mail,186,78,P&C Consumer Loans
2025-04-15,Mjc4MjkzMzI=,Renters,P&C,Credit Card,Bank,Bank_Deposits_Campaign_2,Offline,47,34,26,19,Direct Mail,161,60,Bank Auto Insurance
2025-03-25,MzE1MDgyMTQ=,Auto Insurance,Bank,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_1,Mobile,43,31,21,10,Paid Social,116,69,Bank Auto Insurance
2025-04-10,OTg5MTIzMjM=,Credit Card,P&C,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_2,Mobile,49,38,22,14,Email,120,70,Bank Credit Card
2025-05-02,MTc5NzMxMTY=,Deposits,Bank,Credit Card,P&C,Bank_Deposits_Campaign_2,Internet,43,32,23,19,Paid Search,123,61,Bank Auto Insurance
2025-03-17,NjA3NTkzOTE=,Credit Card,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_1,Mobile,42,39,27,18,Paid Search,89,70,P&C Auto Insurance
2025-02-28,ODIxOTE0NzA=,Consumer Loans,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Offline,42,37,26,19,Paid Display,149,63,Bank Credit Card
2025-03-16,MTAxNzM4OTg=,Homeowners,P&C,Homeowners,Bank,Bank_Deposits_Campaign_1,Offline,48,34,25,13,Email,146,75,P&C Consumer Loans
2025-03-07,MTIxMzg1NDI=,Auto Insurance,Bank,Auto Insurance,Bank,P&C_Renters_Campaign_1,Mobile,46,35,21,10,Paid Display,175,70,Bank Renters
2025-02-23,NTk2ODA3MDg=,Auto Insurance,Bank,Renters,P&C,P&C_Auto Insurance_Campaign_2,Offline,46,36,20,10,Paid Display,164,69,P&C Auto Insurance
2025-03-22,ODg0MzM4NDM=,Renters,Bank,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Offline,46,38,27,12,Paid Display,153,61,Bank Credit Card
2025-03-01,NDU5NTI4MzQ=,Homeowners,Bank,Renters,Bank,P&C_Homeowners_Campaign_1,Offline,49,32,26,13,Direct Mail,86,73,Bank Auto Insurance
2025-04-14,NDQ3OTM5Mjg=,Renters,P&C,Auto Insurance,Bank,Bank_Deposits_Campaign_1,Offline,48,35,25,11,Paid Search,106,80,P&C Consumer Loans
2025-03-27,MTAxNzM4OTg=,Renters,P&C,Renters,Bank,P&C_Renters_Campaign_1,Mobile,41,37,25,14,Paid Search,103,71,Bank Credit Card
2025-03-10,OTUyMTE4MTg=,Auto Insurance,P&C,Renters,Bank,P&C_Homeowners_Campaign_2,Internet,46,38,22,13,Email,92,73,Bank Renters
2025-03-24,NjA3NTkzOTE=,Consumer Loans,Bank,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Mobile,46,35,20,19,Email,160,74,Bank Auto Insurance
2025-03-28,Mjc1OTMwNDk=,Credit Card,P&C,Homeowners,Bank,Bank_Credit Card_Campaign_2,Offline,46,33,25,19,Direct Mail,157,68,P&C Consumer Loans
2025-04-05,MjczNDEwMTA=,Auto Insurance,P&C,Auto Insurance,P&C,Bank_Credit Card_Campaign_2,Internet,49,37,26,16,Paid Social,198,70,P&C Deposits
2025-03-30,MTM2NzI0ODA=,Renters,P&C,Renters,Bank,Bank_Deposits_Campaign_1,Offline,48,32,22,18,Direct Mail,81,61,P&C Consumer Loans
2025-03-03,MTAxNzM4OTg=,Homeowners,P&C,Renters,P&C,Bank_Consumer Loans_Campaign_1,Offline,47,35,26,17,Paid Search,116,64,P&C Renters
2025-02-12,MjQ1NDg3ODk=,Consumer Loans,Bank,Credit Card,Bank,Bank_Credit Card_Campaign_2,Mobile,41,32,21,17,Email,89,63,Bank Credit Card
2025-04-06,MTc5NzMxMTY=,Credit Card,P&C,Homeowners,P&C,Bank_Credit Card_Campaign_1,Offline,49,35,21,17,Paid Search,149,72,Bank Credit Card
2025-03-27,NzMwMDU0MTM=,Renters,P&C,Renters,Bank,P&C_Renters_Campaign_2,Internet,49,37,28,10,Email,163,67,P&C Deposits
2025-02-06,MTEwNDU4MTY=,Renters,Bank,Consumer Loans,P&C,P&C_Homeowners_Campaign_2,Mobile,48,33,25,15,Direct Mail,141,62,Bank Renters
2025-03-27,OTQ4NzY4Mzg=,Consumer Loans,P&C,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_1,Offline,45,39,27,19,Paid Search,85,68,Bank Consumer Loans
2025-02-03,ODg0MzM4NDM=,Consumer Loans,P&C,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Mobile,47,35,22,14,Direct Mail,147,69,Bank Consumer Loans
2025-02-20,NzcyNTc1MzQ=,Renters,Bank,Credit Card,P&C,P&C_Auto Insurance_Campaign_2,Internet,42,32,23,15,Direct Mail,167,74,P&C Homeowners
2025-03-07,ODU5NDY2OTM=,Auto Insurance,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_1,Offline,47,37,20,10,Direct Mail,147,60,P&C Deposits
2025-02-05,NTk2ODA3MDg=,Consumer Loans,Bank,Renters,Bank,Bank_Credit Card_Campaign_2,Offline,49,36,25,12,Email,99,79,Bank Credit Card
2025-03-08,NzMwMDU0MTM=,Renters,P&C,Consumer Loans,Bank,P&C_Renters_Campaign_2,Internet,47,36,24,13,Email,110,80,Bank Credit Card
2025-03-15,MTIwMzc4ODM=,Renters,Bank,Homeowners,Bank,P&C_Homeowners_Campaign_2,Offline,45,31,26,17,Email,169,78,Bank Deposits
2025-04-14,NjA3NTkzOTE=,Deposits,Bank,Renters,Bank,P&C_Homeowners_Campaign_2,Offline,48,31,22,19,Direct Mail,183,62,Bank Consumer Loans
2025-02-19,OTk1NTQ2Mjg=,Auto Insurance,Bank,Auto Insurance,P&C,P&C_Auto Insurance_Campaign_2,Offline,49,33,21,17,Paid Display,121,62,Bank Credit Card
2025-02-26,MzE2NTE2MzU=,Homeowners,Bank,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_2,Mobile,43,32,29,15,Paid Social,114,71,P&C Credit Card
2025-02-08,NDU5NTI4MzQ=,Credit Card,P&C,Deposits,P&C,Bank_Deposits_Campaign_1,Internet,40,36,27,18,Paid Social,126,69,Bank Auto Insurance
2025-03-01,MTkyMTY5NzI=,Deposits,P&C,Credit Card,Bank,P&C_Auto Insurance_Campaign_2,Offline,44,34,24,13,Paid Social,126,78,Bank Deposits
2025-03-11,MTQ4MDU0NTA=,Credit Card,Bank,Deposits,P&C,P&C_Auto Insurance_Campaign_1,Internet,46,33,27,11,Paid Search,99,71,Bank Deposits
2025-03-10,MTEwNDU4MTY=,Renters,P&C,Consumer Loans,P&C,Bank_Deposits_Campaign_2,Offline,49,30,21,11,Paid Search,97,78,Bank Homeowners
2025-02-25,OTQ0Mjk1OTQ=,Renters,P&C,Homeowners,Bank,Bank_Deposits_Campaign_1,Offline,43,36,22,17,Paid Display,184,64,P&C Credit Card
2025-02-06,NjgwMTM0MTg=,Renters,Bank,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Mobile,44,34,24,17,Paid Search,158,77,P&C Consumer Loans
2025-02-28,MTQxODA4NzA=,Deposits,Bank,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Internet,44,38,27,12,Paid Social,165,80,Bank Deposits
2025-03-17,MTQ4MDU0NTA=,Homeowners,P&C,Deposits,P&C,P&C_Renters_Campaign_2,Offline,42,32,25,12,Paid Display,162,70,P&C Homeowners
2025-02-28,ODMzMzg0Nzk=,Deposits,P&C,Deposits,Bank,Bank_Credit Card_Campaign_2,Offline,46,30,28,11,Paid Search,87,78,P&C Deposits
2025-04-20,Mjg4NDkxOTk=,Consumer Loans,P&C,Renters,Bank,Bank_Credit Card_Campaign_1,Mobile,46,30,20,19,Direct Mail,95,69,P&C Credit Card
2025-03-13,OTYxNjg2Nzg=,Credit Card,Bank,Consumer Loans,Bank,Bank_Deposits_Campaign_2,Internet,47,35,26,17,Paid Search,119,61,Bank Consumer Loans
2025-02-27,MjExMTc4NzU=,Consumer Loans,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_1,Mobile,45,38,22,14,Paid Search,106,75,Bank Auto Insurance
2025-03-23,MzY5MTMxMzM=,Homeowners,Bank,Deposits,Bank,P&C_Homeowners_Campaign_1,Offline,47,30,25,14,Email,85,78,Bank Auto Insurance
2025-04-16,MTIwMzc4ODM=,Credit Card,P&C,Credit Card,P&C,Bank_Deposits_Campaign_1,Mobile,46,34,20,17,Paid Social,174,79,Bank Credit Card
2025-04-15,MTU5OTAyNTk=,Renters,Bank,Renters,P&C,Bank_Consumer Loans_Campaign_1,Offline,49,38,25,19,Email,128,79,Bank Credit Card
2025-02-27,MTc4MjIwOTM=,Auto Insurance,P&C,Auto Insurance,Bank,P&C_Homeowners_Campaign_2,Mobile,43,32,28,15,Paid Social,85,67,Bank Consumer Loans
2025-03-27,MjExMTc4NzU=,Auto Insurance,P&C,Credit Card,Bank,P&C_Homeowners_Campaign_1,Internet,46,30,24,10,Email,131,66,P&C Renters
2025-02-16,MjExMTc4NzU=,Homeowners,Bank,Deposits,P&C,Bank_Credit Card_Campaign_1,Internet,43,32,28,18,Paid Display,89,70,Bank Renters
2025-03-10,MzQ1NTA2NDk=,Renters,Bank,Deposits,Bank,P&C_Homeowners_Campaign_2,Offline,44,31,23,13,Paid Display,192,79,Bank Credit Card
2025-04-02,MTU5OTAyNTk=,Consumer Loans,P&C,Homeowners,Bank,P&C_Auto Insurance_Campaign_2,Internet,41,34,20,12,Direct Mail,200,72,Bank Deposits
2025-04-28,OTgwMzY3NTY=,Consumer Loans,P&C,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_1,Offline,42,30,23,10,Direct Mail,89,76,Bank Deposits
2025-03-15,NzY5MzQ0MzM=,Homeowners,Bank,Renters,P&C,Bank_Credit Card_Campaign_1,Mobile,40,33,29,18,Email,150,77,Bank Renters
2025-02-09,Mzk3NTQxMjE=,Consumer Loans,P&C,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_2,Mobile,42,33,23,17,Email,184,61,Bank Homeowners
2025-03-23,MzQxOTk3MDY=,Consumer Loans,P&C,Credit Card,Bank,Bank_Consumer Loans_Campaign_2,Mobile,44,39,28,11,Direct Mail,123,70,P&C Credit Card
2025-04-05,NzAxNzMwNjU=,Consumer Loans,Bank,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_1,Internet,47,33,27,10,Paid Search,159,66,Bank Auto Insurance
2025-05-01,MzY5MTMxMzM=,Deposits,Bank,Consumer Loans,Bank,Bank_Credit Card_Campaign_2,Internet,45,32,24,14,Paid Search,177,76,P&C Auto Insurance
2025-04-13,MzQ1NTA2NDk=,Renters,Bank,Consumer Loans,Bank,P&C_Homeowners_Campaign_2,Offline,44,36,25,18,Paid Search,94,80,P&C Credit Card
2025-04-02,ODIxOTE0NzA=,Deposits,P&C,Deposits,P&C,Bank_Credit Card_Campaign_2,Internet,43,39,25,17,Email,117,76,P&C Homeowners
2025-02-19,MjgxNDcxNzQ=,Consumer Loans,Bank,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_1,Internet,45,31,25,19,Email,155,72,P&C Deposits
2025-03-25,NjM4MzEzNzU=,Credit Card,P&C,Credit Card,P&C,P&C_Homeowners_Campaign_2,Internet,45,31,28,12,Paid Search,199,61,Bank Credit Card
2025-02-08,NDU5NTI4MzQ=,Homeowners,P&C,Consumer Loans,P&C,P&C_Homeowners_Campaign_1,Mobile,46,34,21,10,Paid Display,124,72,P&C Homeowners
2025-03-10,MTEwNDU4MTY=,Credit Card,P&C,Deposits,P&C,P&C_Homeowners_Campaign_1,Mobile,40,34,21,19,Paid Social,134,77,P&C Homeowners
2025-03-29,Mjc4MjkzMzI=,Homeowners,Bank,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_2,Internet,46,35,29,12,Paid Search,194,77,P&C Renters
2025-04-02,Mjg4NDkxOTk=,Deposits,Bank,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Internet,45,33,24,18,Paid Search,125,79,Bank Auto Insurance
2025-03-14,NjQ3MjI1MjE=,Renters,Bank,Homeowners,Bank,Bank_Deposits_Campaign_1,Internet,43,32,24,18,Paid Display,195,78,P&C Auto Insurance
